study_hours,attendance,previous_score,assignment_score,sleep_hours,internet_access,final_score
15.2,69.1,66.5,90.9,6.0,1,89.6
10.7,90.1,81.7,81.8,7.3,1,100.0
13.1,79.7,81.0,66.9,6.5,1,94.5
20.0,73.3,55.1,74.5,6.7,0,89.9
12.1,56.3,70.7,73.4,8.1,1,86.6
19.2,84.7,61.5,78.3,5.4,1,92.6
9.4,100.0,54.9,89.5,9.9,1,100.0
17.6,100.0,67.4,83.8,4.3,1,97.3
22.2,80.4,66.3,64.2,6.1,1,89.7
2.6,79.0,99.1,88.8,7.6,1,97.5
11.0,89.7,75.2,78.1,7.9,1,100.0
17.9,75.0,53.5,81.9,6.8,1,95.4
14.0,88.0,63.2,89.7,6.9,1,96.6
16.9,92.7,82.3,63.9,7.6,0,100.0
12.0,97.3,95.1,74.6,6.7,0,96.4
15.4,84.0,51.0,69.7,9.1,1,88.7
14.2,83.0,47.4,59.3,8.3,1,83.4
20.8,76.2,92.5,78.5,8.3,1,100.0
16.3,76.7,74.7,100.0,5.6,1,99.7
16.7,82.7,59.6,56.6,6.9,1,91.4
12.9,88.7,76.4,74.7,6.5,0,90.4
12.6,94.1,38.4,81.4,5.5,0,78.8
12.8,77.0,70.0,76.2,7.5,1,92.6
17.0,99.9,73.9,73.9,6.2,1,98.5
12.9,82.3,81.1,62.0,8.0,0,91.4
16.4,84.8,57.8,77.3,5.4,1,89.7
25.4,77.5,71.0,67.4,9.6,1,100.0
19.4,60.8,58.9,53.1,5.7,1,81.6
13.4,93.8,73.1,86.9,7.3,1,100.0
21.0,92.4,59.3,84.6,8.2,1,100.0
13.0,82.2,65.1,75.5,6.1,1,95.4
4.8,85.7,58.1,77.3,8.3,1,81.0
10.0,90.2,77.8,85.7,5.2,1,93.2
5.6,69.4,80.3,77.2,9.2,1,100.0
13.2,79.7,67.2,84.0,7.0,1,89.5
15.1,92.9,70.5,72.0,6.1,1,91.3
23.4,72.5,52.6,88.1,6.6,1,97.0
16.6,87.9,66.4,78.2,8.2,0,85.8
13.9,71.4,69.4,76.9,6.1,1,88.9
19.1,89.7,100.0,62.3,5.9,1,100.0
3.9,84.6,56.7,77.9,6.7,0,70.6
16.2,68.8,87.6,66.7,5.2,1,86.9
18.9,96.6,82.0,68.6,9.7,1,100.0
7.6,77.7,73.4,66.8,6.2,1,90.0
20.7,76.9,91.1,64.3,8.2,1,100.0
16.7,87.0,74.5,96.2,7.3,1,100.0
12.9,96.5,74.7,88.3,5.5,0,97.8
18.2,74.8,69.4,94.2,7.0,1,100.0
26.4,85.6,84.7,62.8,8.2,1,100.0
15.9,89.3,83.2,75.7,6.7,0,97.0
16.2,91.9,62.5,62.1,8.8,1,86.9
12.7,86.8,54.2,68.0,8.5,1,85.9
10.8,81.3,67.6,65.8,8.4,1,89.1
19.2,76.7,60.4,87.4,6.3,1,93.4
10.7,85.9,69.2,71.0,5.4,1,88.6
15.4,74.3,84.8,85.7,6.1,1,100.0
12.6,55.8,64.5,81.0,7.3,1,89.9
17.4,89.4,69.5,98.0,7.8,1,100.0
16.7,94.0,70.7,60.2,4.0,1,97.3
20.2,61.4,80.2,87.6,7.0,1,100.0
12.4,74.9,43.0,86.5,7.2,1,82.9
13.7,91.2,62.7,65.3,6.6,1,95.0
10.1,100.0,72.5,85.1,8.9,1,100.0
12.8,85.2,84.4,78.4,7.6,0,100.0
16.9,77.7,64.1,72.7,9.0,1,89.8
18.8,83.2,47.5,66.8,6.7,1,85.3
10.4,98.7,77.4,67.8,8.4,1,99.5
19.3,78.5,62.4,95.5,9.5,1,100.0
21.8,77.0,55.7,75.0,9.0,1,100.0
17.1,80.2,62.5,82.8,5.4,1,92.3
24.4,75.5,67.8,67.1,6.6,0,86.9
11.1,86.2,62.7,67.2,6.5,1,91.4
8.8,100.0,43.5,85.8,7.7,1,91.2
6.1,88.2,80.8,61.5,8.0,1,85.2
22.5,82.5,85.3,70.8,5.7,1,100.0
18.3,82.1,77.8,75.3,7.1,1,94.7
14.7,69.4,56.3,76.1,4.0,1,78.7
16.4,93.8,67.6,73.2,9.2,0,93.1
9.4,84.2,69.9,79.0,6.2,1,94.1
27.2,83.2,77.2,81.9,7.1,1,100.0
15.6,100.0,78.0,82.3,6.5,1,99.7
15.5,88.0,61.2,65.1,8.7,1,97.9
18.6,77.5,71.0,72.2,4.0,1,86.2
17.4,80.7,75.5,86.9,7.0,1,100.0
16.1,96.5,87.5,83.9,6.8,1,100.0
11.0,86.1,78.5,61.3,6.3,1,91.3
17.4,70.6,79.5,78.5,9.6,1,100.0
24.4,94.2,71.0,55.2,5.7,1,100.0
21.7,78.3,86.9,75.5,8.2,0,100.0
23.0,100.0,74.9,94.0,7.5,1,100.0
12.4,95.8,59.7,65.5,8.9,1,95.2
10.1,80.5,86.8,66.7,6.0,0,87.5
14.4,97.8,78.4,82.6,5.9,1,100.0
15.3,85.7,64.7,59.6,8.6,1,95.4
20.5,93.5,64.2,68.7,7.6,1,99.9
6.5,89.8,73.6,81.0,4.7,1,82.6
22.6,76.5,75.6,68.7,6.2,1,100.0
14.2,78.6,72.4,72.6,7.6,1,96.3
12.9,95.3,73.7,82.4,8.3,1,99.6
9.9,81.7,90.4,79.2,6.0,1,93.3
6.7,81.0,82.9,77.7,4.0,1,95.3
19.1,75.4,72.3,71.6,7.8,1,99.8
15.4,89.2,81.3,78.7,5.2,1,99.2
8.6,100.0,57.6,73.8,4.0,1,81.1
8.5,74.3,74.8,79.6,4.0,1,82.6
13.3,85.2,91.7,70.0,8.2,1,100.0
23.3,99.1,67.4,73.2,7.2,1,100.0
13.7,84.2,59.8,65.1,6.7,1,86.0
7.5,89.5,62.2,74.6,9.1,1,93.3
13.8,74.4,56.9,66.9,8.0,1,83.2
13.6,89.3,60.6,63.9,9.4,1,99.8
1.5,83.1,65.6,77.6,4.9,0,80.7
14.7,94.9,53.1,77.1,6.9,1,90.4
13.8,96.9,70.2,82.8,4.6,1,94.1
18.5,100.0,80.8,70.7,6.7,1,95.8
24.2,90.8,59.1,79.1,6.6,1,95.0
20.6,88.3,88.2,80.5,7.9,1,100.0
13.7,86.9,76.1,79.4,7.1,1,99.5
9.5,81.5,82.4,66.7,7.9,1,93.9
27.9,88.4,62.1,76.5,8.1,0,95.7
15.3,82.0,80.3,78.6,10.0,1,100.0
15.1,86.7,56.9,75.1,6.5,1,92.6
14.9,98.2,80.7,54.1,5.6,1,100.0
16.0,74.9,72.1,76.6,7.4,0,82.9
14.3,96.4,76.6,97.1,5.8,1,100.0
12.1,98.2,55.9,71.4,9.2,1,89.0
12.3,83.8,59.3,67.7,6.6,0,85.7
14.8,63.8,77.2,78.7,6.2,1,95.0
12.3,78.9,58.6,78.1,6.3,1,83.4
11.4,98.0,75.6,86.9,8.1,1,100.0
15.5,84.8,53.6,62.4,6.8,1,85.1
13.7,75.0,80.2,82.3,6.0,1,87.0
22.5,80.0,55.2,80.9,9.5,1,100.0
1.7,93.4,76.6,73.6,5.7,1,87.2
20.5,90.5,77.5,78.4,7.1,1,100.0
21.2,82.6,61.6,85.3,8.0,1,96.0
4.6,81.3,77.0,83.7,4.6,1,85.0
13.3,81.1,73.1,63.6,7.7,1,87.5
13.1,75.8,63.5,83.2,5.4,1,84.3
8.0,100.0,57.9,74.4,8.2,1,87.0
11.1,81.8,46.4,75.7,5.6,1,84.5
9.4,97.2,74.2,75.7,8.0,1,95.7
23.8,100.0,51.2,73.5,8.7,1,100.0
19.7,95.0,71.1,86.9,8.3,1,100.0
21.4,80.7,66.8,74.2,7.4,0,88.9
18.6,89.0,78.1,63.8,6.7,1,100.0
9.4,84.8,66.4,71.1,6.1,1,90.3
12.4,76.0,66.0,76.8,9.2,1,88.4
17.4,88.2,78.8,87.3,6.0,1,100.0
8.9,73.2,74.0,81.0,5.4,1,84.6
18.6,96.9,73.8,66.5,8.0,1,100.0
13.8,80.4,75.6,99.9,5.8,0,96.2
13.1,87.0,51.6,77.6,5.6,1,83.5
18.6,87.8,79.1,87.8,4.8,1,100.0
17.2,82.4,77.3,73.5,6.3,1,97.3
13.2,90.9,57.8,80.3,6.9,1,92.9
20.8,80.3,67.1,83.4,7.4,0,85.8
9.6,93.7,69.5,87.2,8.4,1,91.3
18.1,71.5,68.4,85.6,7.8,1,99.6
18.0,86.3,74.0,83.7,6.7,1,100.0
13.5,100.0,87.2,71.8,6.7,1,100.0
16.6,75.0,83.0,69.3,7.8,1,98.6
8.7,78.2,54.3,78.3,8.9,1,87.3
19.6,90.1,77.5,84.3,7.2,1,100.0
14.1,86.8,85.9,72.8,6.3,1,92.6
12.4,88.5,74.6,85.7,5.5,1,93.2
20.2,89.9,83.1,89.5,4.8,1,100.0
11.5,91.3,94.1,65.8,8.0,1,100.0
8.0,96.1,82.3,66.6,7.9,1,100.0
7.2,89.1,73.0,73.6,7.9,1,92.3
18.0,82.6,82.5,78.1,6.8,1,97.4
8.6,91.7,71.7,69.8,9.1,1,97.3
23.8,100.0,70.3,88.5,6.3,1,100.0
4.6,83.7,65.8,79.2,8.4,0,84.0
23.5,75.3,88.8,75.4,6.9,1,100.0
16.1,96.1,60.2,60.6,6.1,1,95.9
14.5,83.8,88.4,61.8,7.9,1,100.0
12.3,63.3,76.0,77.8,7.6,1,87.1
17.0,93.5,53.2,53.7,7.5,1,91.4
14.8,79.6,74.4,85.1,7.1,0,97.1
20.5,84.1,44.8,73.4,6.9,1,94.3
15.6,88.3,77.5,100.0,10.0,0,100.0
15.8,86.9,80.6,98.1,8.8,1,100.0
13.2,92.1,62.9,73.2,8.1,1,100.0
14.7,80.6,71.5,73.9,7.2,1,90.3
16.5,90.1,93.4,85.0,8.5,1,100.0
6.4,82.4,63.9,92.0,7.8,1,85.0
8.3,92.4,57.3,58.6,7.0,0,83.8
18.7,91.2,87.8,57.1,6.5,0,97.6
15.9,75.6,93.6,68.8,6.9,0,100.0
14.1,95.9,70.0,80.8,4.0,1,97.2
15.1,79.6,82.1,80.0,7.3,1,95.9
16.7,93.1,86.1,85.7,6.3,1,100.0
12.3,88.7,61.1,63.0,9.4,1,98.8
11.1,100.0,64.2,51.8,7.0,1,93.9
16.0,82.8,84.8,83.6,5.2,1,98.0
10.1,81.5,90.2,66.7,6.9,1,96.1
17.0,84.8,76.8,54.8,5.4,1,94.4
6.5,82.0,59.4,76.5,7.7,1,82.6
20.1,93.0,93.8,82.9,7.4,1,100.0
17.4,68.8,63.6,73.8,8.4,1,92.9
16.3,74.5,66.0,70.4,5.8,1,78.8
19.9,74.3,74.1,73.4,7.1,1,99.5
23.3,94.5,88.6,71.3,5.0,1,100.0
20.1,100.0,80.2,61.5,8.1,1,100.0
5.8,84.0,75.0,67.9,7.8,1,88.6
8.6,83.3,75.6,80.2,7.7,1,97.9
11.9,85.7,70.5,78.2,7.0,1,99.0
15.1,96.6,76.7,76.7,7.6,1,100.0
17.6,75.7,39.6,65.0,9.4,1,83.4
11.4,87.4,66.4,73.2,6.6,1,91.3
15.9,94.8,72.9,53.2,7.2,1,96.8
11.2,90.0,56.2,76.8,5.4,1,83.7
11.9,86.9,74.6,89.3,5.7,1,99.2
8.0,95.0,67.5,60.3,7.1,1,91.5
10.4,58.0,91.1,69.1,8.7,1,100.0
8.2,91.8,88.9,78.3,6.6,1,100.0
10.1,78.5,64.4,87.5,6.6,1,87.0
20.3,66.7,68.2,70.5,6.4,1,95.5
10.3,90.1,69.1,68.1,6.2,1,87.0
28.2,98.7,64.6,55.3,7.4,0,100.0
17.5,83.6,72.3,76.0,4.8,1,93.3
15.9,94.5,60.9,95.4,8.9,1,98.8
10.7,100.0,56.4,77.8,6.0,1,91.8
18.5,98.1,77.5,74.8,8.1,1,96.6
12.1,100.0,77.6,78.2,5.1,1,92.0
15.6,92.4,60.3,74.9,8.0,1,95.6
27.8,85.8,80.7,66.9,8.0,1,100.0
14.5,69.0,62.4,83.2,7.6,0,83.8
20.7,82.5,73.0,77.3,5.5,1,92.9
11.5,76.6,79.8,75.2,7.4,1,92.0
14.8,100.0,69.6,65.2,5.2,0,92.1
23.9,83.2,75.5,88.0,6.6,1,100.0
11.9,86.2,63.8,81.6,8.5,1,94.9
24.1,90.5,67.6,69.5,8.2,1,100.0
18.5,85.4,67.5,85.0,7.0,1,100.0
12.2,100.0,61.0,70.0,5.5,1,88.4
18.2,78.8,67.9,67.2,8.0,0,89.7
19.9,86.9,51.4,67.4,7.0,1,85.9
18.1,77.6,64.1,57.3,4.0,1,85.4
7.1,71.8,66.6,79.7,8.2,0,86.5
11.4,78.9,66.9,56.7,7.0,1,89.1
13.8,84.6,67.1,62.7,8.8,1,99.6
14.6,80.7,69.3,54.2,5.4,1,86.3
18.1,78.1,75.8,74.1,4.0,0,94.4
15.9,70.9,80.5,73.5,7.4,1,96.2
8.3,84.2,62.2,71.7,7.4,1,93.1
16.9,70.0,55.6,64.6,4.5,1,81.3
18.1,92.6,57.5,63.3,5.5,1,94.0
17.8,85.8,64.2,79.6,10.0,0,100.0
20.4,70.4,65.8,69.5,6.5,1,91.6
19.2,81.9,60.8,78.2,8.1,1,97.9
17.3,77.5,54.4,66.1,6.0,0,86.2
14.6,88.2,64.5,76.8,4.0,1,89.8
6.7,98.4,72.2,88.0,6.7,1,91.1
17.1,66.2,77.1,80.9,6.6,1,100.0
16.0,86.2,63.3,70.9,6.4,1,90.9
16.4,83.4,65.0,77.6,6.8,1,95.5
8.6,91.7,58.9,72.6,7.4,0,88.2
9.6,87.1,69.6,75.1,6.8,1,89.4
20.3,77.5,59.8,71.7,5.1,1,86.4
14.8,81.8,76.9,73.4,7.7,1,99.4
18.4,77.0,48.6,77.1,4.1,1,76.7
15.1,95.8,65.7,65.1,4.0,1,90.0
15.1,85.2,73.6,64.8,8.1,1,98.2
19.7,100.0,72.2,61.1,7.8,0,97.5
12.4,84.4,100.0,59.0,6.9,1,96.2
15.5,77.9,74.2,62.8,4.9,1,96.7
12.7,69.9,58.0,76.6,5.9,1,83.9
12.8,67.0,68.9,66.1,6.6,0,86.7
13.5,69.2,48.7,80.1,4.6,1,77.9
16.1,87.7,69.0,75.3,5.9,1,92.2
12.6,90.1,60.0,55.3,8.0,1,90.2
21.3,69.2,81.0,81.5,9.1,0,99.3
10.5,94.0,63.4,83.1,6.4,1,88.5
14.1,80.2,68.6,65.1,8.1,1,98.8
12.8,86.5,62.4,79.2,4.1,1,85.7
22.2,100.0,90.9,66.4,8.0,1,100.0
16.0,94.0,66.1,76.0,5.8,1,100.0
20.2,82.3,92.0,62.4,7.5,1,100.0
7.6,76.1,79.8,57.1,6.6,1,84.7
16.3,63.5,75.8,71.2,9.0,0,83.1
19.4,77.8,74.4,73.8,5.7,0,98.9
15.4,82.9,74.7,71.0,7.9,1,93.0
20.3,75.1,46.9,63.2,6.6,1,85.3
12.4,83.7,66.7,71.0,6.8,1,94.8
22.0,85.8,80.1,77.7,6.7,1,100.0
26.5,82.8,69.4,74.6,5.7,1,100.0
13.2,78.5,53.1,76.8,7.0,1,79.4
12.8,86.7,69.4,68.3,6.9,1,89.8
22.3,89.4,90.4,86.7,7.4,1,100.0
22.9,74.1,85.0,63.2,7.1,1,99.7
12.4,99.1,69.3,79.9,8.2,1,100.0
12.9,84.0,81.4,86.8,8.4,1,100.0
13.6,85.2,65.6,79.8,5.4,1,95.6
8.3,92.1,49.6,73.0,8.3,0,76.3
10.4,87.3,58.9,69.7,5.2,1,93.6
10.0,94.5,88.8,85.4,7.9,1,100.0
11.2,87.9,66.7,60.8,7.9,1,91.0
14.8,78.9,67.1,65.3,4.1,1,90.9
16.2,88.6,66.4,71.0,7.1,0,100.0
22.8,73.6,92.8,87.4,6.3,1,100.0
10.0,86.1,89.5,78.8,5.9,1,98.3
19.9,84.7,96.6,65.3,9.0,1,100.0
13.9,82.9,68.1,71.9,6.0,1,92.4
14.8,83.7,73.5,68.9,5.8,0,90.3
18.4,66.2,51.8,67.9,7.1,1,84.4
9.4,79.5,87.7,84.8,8.0,1,97.8
16.9,85.9,56.0,61.3,6.8,1,81.0
15.8,86.6,72.6,91.1,8.7,1,100.0
17.5,74.7,56.8,83.3,7.8,1,98.3
16.4,97.7,62.9,85.9,4.0,1,93.4
27.3,76.3,60.0,70.4,6.2,1,98.9
11.8,94.7,62.7,73.5,6.2,1,85.7
12.3,89.3,63.5,60.7,7.7,0,87.5
11.9,78.5,63.4,69.8,4.0,1,81.8
12.2,100.0,80.0,79.9,10.0,1,100.0
11.8,73.1,56.7,88.0,7.8,1,85.3
20.9,94.2,72.6,63.9,7.2,1,100.0
22.1,95.0,84.6,71.3,8.8,1,100.0
12.1,78.3,63.8,73.5,10.0,1,88.1
10.8,98.9,61.4,61.0,8.3,1,90.9
17.4,82.5,67.2,80.9,8.4,1,99.2
12.2,87.9,84.2,67.8,7.2,1,94.8
18.2,87.6,72.3,73.0,6.8,1,100.0
16.0,83.7,63.6,70.5,6.3,1,88.5
7.4,93.1,75.8,67.1,5.8,1,88.6
22.7,92.9,56.8,74.9,6.0,0,88.8
24.0,67.5,78.2,72.8,5.0,0,100.0
11.9,98.0,74.9,71.3,6.9,1,100.0
13.1,68.4,66.3,67.7,4.5,1,79.1
16.4,95.3,59.9,78.2,7.3,1,100.0
16.7,96.3,59.4,91.5,6.9,1,100.0
18.3,74.1,76.4,76.4,7.2,0,94.5
25.1,80.9,84.7,85.0,6.2,1,100.0
14.1,73.9,62.4,61.1,10.0,1,87.6
11.0,82.9,75.5,76.6,9.0,1,99.0
8.1,81.9,45.0,64.0,5.1,1,72.3
11.3,92.8,63.0,60.2,7.3,1,97.3
14.8,98.1,69.6,67.6,6.1,1,91.7
24.0,99.0,59.1,86.9,5.5,1,100.0
12.4,79.4,58.8,84.5,5.0,1,86.2
16.1,82.9,62.0,77.4,7.6,1,95.6
14.9,68.2,73.5,59.7,6.0,1,91.1
20.9,76.9,67.8,73.0,8.5,1,96.7
27.6,94.6,43.1,78.0,8.5,1,100.0
12.3,100.0,44.6,76.8,9.1,1,80.9
12.6,72.7,62.7,56.6,5.7,0,74.0
20.2,79.1,75.5,66.1,7.7,0,91.2
18.4,84.7,37.0,74.4,7.9,0,76.6
24.2,87.8,64.0,80.4,6.3,1,100.0
17.9,76.9,63.7,53.0,5.8,1,88.7
13.2,89.2,86.7,73.4,9.4,1,100.0
18.0,80.3,65.4,76.4,7.3,0,91.8
20.5,84.9,74.6,83.5,8.0,0,97.7
19.1,90.5,71.7,81.9,5.8,0,97.7
17.5,85.1,44.4,80.8,5.2,1,86.7
20.3,80.6,79.2,67.0,6.1,0,98.4
20.8,83.9,72.6,55.9,6.8,1,100.0
21.9,84.1,76.1,71.1,5.4,1,100.0
18.2,81.3,100.0,85.0,7.0,1,100.0
14.2,82.4,45.0,88.9,4.5,1,81.0
15.7,100.0,90.7,82.1,5.3,1,100.0
21.0,90.6,66.6,79.3,8.0,1,100.0
10.9,82.0,73.4,78.8,7.9,1,96.4
16.8,92.0,69.5,69.4,6.4,1,100.0
13.0,81.7,64.9,73.7,5.5,0,83.7
15.1,96.7,63.2,91.7,5.5,1,98.0
21.4,88.7,74.0,65.6,6.4,1,100.0
16.0,83.9,51.8,91.1,8.0,1,91.8
15.2,89.5,79.0,71.8,8.4,0,93.9
8.2,69.3,65.0,88.3,6.3,1,78.4
18.7,73.7,56.4,60.9,5.3,1,82.0
18.2,73.1,64.6,80.9,7.4,1,96.5
25.8,86.4,85.1,67.6,5.8,1,100.0
13.5,100.0,63.6,60.8,6.2,1,91.7
16.1,100.0,74.3,77.2,9.0,0,100.0
16.2,91.4,61.2,85.1,8.2,1,100.0
22.9,90.0,79.1,66.6,7.2,1,100.0
14.5,67.0,78.2,60.0,5.1,0,86.6
16.4,79.6,92.2,74.1,7.3,0,100.0
18.0,77.1,67.9,74.1,8.6,1,92.9
15.9,78.8,78.0,80.5,6.4,0,90.0
12.8,83.3,71.2,84.5,9.0,1,100.0
16.0,80.3,85.6,74.4,8.9,1,100.0
20.4,65.2,61.4,93.6,9.5,1,89.5
9.9,92.5,78.9,77.2,7.5,1,93.3
15.7,74.3,67.7,71.5,7.9,1,92.1
11.5,87.4,69.2,58.9,9.1,1,88.9
21.0,100.0,71.1,72.4,7.7,1,100.0
7.4,75.8,73.0,71.6,6.2,1,86.6
12.2,59.7,68.6,84.6,6.3,1,92.3
16.9,82.1,72.6,79.6,7.4,1,98.0
22.8,96.0,88.9,63.2,5.1,1,100.0
14.7,100.0,81.8,76.7,6.8,1,100.0
12.2,72.7,80.4,81.7,8.6,1,100.0
24.4,90.0,64.5,90.3,4.0,1,100.0
7.8,80.3,59.3,83.9,9.3,1,81.9
4.0,83.9,81.5,82.6,8.7,1,97.4
17.2,100.0,80.5,75.6,6.3,1,100.0
12.5,70.0,87.7,78.9,7.8,0,93.2
9.9,87.5,62.8,87.5,7.0,1,99.3
18.5,89.7,67.2,61.7,8.8,1,100.0
16.2,95.9,50.3,71.5,8.5,1,96.2
12.2,86.0,65.3,67.3,4.9,0,86.8
8.6,88.1,82.0,78.8,7.9,1,100.0
19.4,81.1,64.4,87.3,6.7,1,88.1
18.3,87.7,77.7,69.0,7.1,1,99.5
14.5,81.6,67.7,51.1,5.9,1,92.0
24.2,91.2,73.9,70.9,9.6,1,100.0
9.6,81.3,56.2,84.1,8.6,1,88.4
7.4,88.8,71.0,80.4,5.9,1,86.7
11.5,84.7,34.1,79.3,5.0,1,83.7
14.8,96.3,67.8,72.2,6.4,1,100.0
16.2,84.5,50.4,62.2,7.7,1,83.9
13.8,67.3,84.5,80.2,7.4,1,97.8
16.8,97.6,79.3,66.7,8.9,1,100.0
8.7,75.9,75.6,96.8,8.2,0,94.1
22.2,78.5,88.3,80.7,8.5,1,100.0
14.6,79.0,58.6,69.2,7.5,1,92.2
20.6,98.7,91.0,68.9,4.9,1,100.0
16.7,63.6,81.2,74.1,6.7,1,100.0
17.3,100.0,67.2,72.6,8.6,1,99.0
17.8,95.6,83.6,86.2,6.9,1,100.0
17.2,87.2,56.7,76.9,7.8,0,88.1
18.2,84.5,60.1,67.7,6.5,1,86.0
21.6,87.9,62.7,93.9,5.5,1,94.8
16.0,90.2,63.7,75.5,6.8,1,91.6
18.5,91.5,57.3,82.7,7.5,1,94.3
14.6,90.6,84.7,68.9,6.0,1,96.7
22.2,85.9,66.9,78.6,6.6,1,100.0
11.6,83.0,74.2,78.1,5.6,1,90.9
24.0,83.5,63.2,56.1,8.7,0,93.1
14.8,83.1,48.2,95.2,6.6,1,93.6
7.8,96.3,73.2,87.9,9.2,0,92.7
15.6,90.9,47.1,71.0,9.3,1,90.7
11.6,55.6,69.2,64.0,6.9,1,83.3
19.2,91.6,53.6,78.5,5.5,1,85.5
11.7,86.9,93.8,75.9,4.0,1,89.6
12.8,84.8,80.9,78.6,4.8,0,92.3
5.6,81.1,71.3,76.9,4.9,1,87.0
12.7,96.2,85.2,80.1,9.1,1,100.0
2.9,94.5,59.8,89.5,7.2,1,88.9
7.1,77.3,76.5,80.7,7.6,1,95.3
18.8,89.1,72.4,64.5,4.0,0,88.8
18.9,75.3,73.2,88.6,5.2,1,98.7
17.1,71.2,85.3,91.4,8.3,1,100.0
10.2,78.7,78.8,100.0,7.4,1,90.9
14.8,93.6,73.5,63.8,6.8,0,93.9
15.0,94.5,50.1,77.4,7.8,1,100.0
9.2,90.1,58.5,54.2,9.5,1,89.0
22.5,92.3,68.5,80.5,6.7,1,100.0
19.4,90.2,71.1,69.5,7.1,1,98.1
13.9,78.6,56.4,94.2,7.3,1,91.9
15.1,89.3,98.9,67.3,10.0,1,100.0
16.0,93.0,88.2,58.1,4.0,1,89.7
4.8,92.5,77.2,70.3,8.0,1,88.9
13.8,96.9,70.9,55.2,6.8,1,90.3
11.6,92.1,67.5,82.5,7.9,1,100.0
10.0,88.5,58.6,54.3,6.0,1,86.3
13.6,95.7,70.9,75.3,6.9,0,94.7
24.0,84.7,73.1,54.2,8.1,0,100.0
18.2,76.2,55.1,71.8,10.0,1,93.2
12.1,83.4,74.0,91.4,8.2,1,100.0
17.9,77.6,68.1,78.6,5.7,1,94.1
